"","type","y2016","y2017","y2018","y2019","y2020","y2021","y2022","y2023","y2024","y2025","y2026","y2027","y2028","y2029","y2030"
"1","admission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","total",51403,50593,48851,46037,42123,41568,41012,40458,39903,39349,38795,38242,37683,37129,36573
